index;VFA_geq;TAN_geq;IC_geq;FOS_geq;TAC_geq;FOS_TAC;total_alcalinity;VFA_mmol;TAN_mmol;IC_mmol;pH_initial;conductivity_initial;0_1;0_2;0_3;0_4;0_5;101_0;101_1;101_2;101_3;101_4;101_5;102_0;102_1;102_2;102_3;102_4;102_5;103_0;103_1;103_2;103_3;103_4;103_5;201_pKa_acetatic/acetate;201_pKa_H2CO3/HCO3;201_pKa_HCO3/CO32;201_pKa_fb_vfa_1;201_pKa_fb_vfa_2;201_pKa_fb_nh4_1;201_pKa_fb_nh4_2;202_pKa_acetatic/acetate;202_pKa_NH4/NH3;202_pKa_unknown_pH6;202_pKa_fb_vfa_1;202_pKa_fb_vfa_2;203_pKa_acetatic/acetate;203_pKa_NH4/NH3;203_pKa_unknown_pH6;203_pKa_fb_vfa_1;203_pKa_fb_vfa_2;203_pKa_fb_nh4_1;203_pKa_fb_nh4_2;204_pKa_acetatic/acetate;204_pKa_NH4/NH3;204_pKa_unknown_pH6;204_pKa_fb_vfa_1;204_pKa_fb_vfa_2;204_pKa_fb_nh4_1;204_pKa_fb_nh4_2;301_time;301_acetatic/acetate;301_H2CO3/HCO3;301_HCO3/CO32;301_fb_vfa_1;301_fb_vfa_2;301_fb_nh4_1;301_fb_nh4_2;302_time;302_acetatic/acetate;302_NH4/NH3;303_time;303_acetatic/acetate;303_NH4/NH3;303_unknown_pH6;303_fb_vfa_1;303_fb_vfa_2;303_fb_nh4_1;303_fb_nh4_2;303_lambda_unknown_pH6;304_if_fb;503_RMSE_VFA_pka_th;503_RMSE_pH6_pka_th;503_RMSE_VFA_pH6_pka_th;503_RMSE_TAN_pka_th;503_RMSE_global_pka_th;503_diff_VFA_pka_th;503_diff_pH6_pka_th;503_diff_VFA_pH6_pka_th;503_diff_TAN_pka_th;503_diff_global_pka_th;503_RMSE_VFA_pka_exp;503_RMSE_pH6_pka_exp;503_RMSE_VFA_pH6_pka_exp;503_RMSE_TAN_pka_exp;503_RMSE_global_pka_exp;503_diff_VFA_pka_exp;503_diff_pH6_pka_exp;503_diff_VFA_pH6_pka_exp;503_diff_TAN_pka_exp;503_diff_global_pka_exp;504_distance_pka_VFA;504_distance_pka_TAN;505_VFA_CI;505_TAN_CI
StepNantes_20210927_1;3.8223;;;;;;;63.7064;;;7.7385;0.5591;2021-09-27_01_SNAC111902_src.csv;SNAC111902;23/09/21;1.29;1.24;False;;;;;Noise:386.3271. Treshold: 300. s: [0.0531];True;;;;;Noise:51.3179. Treshold: 100. s: [0.0552];False;;too many pics in important section(s) of the signal;;;Noise:0.0117. Treshold: 100. s: 0.2;5.02;;;10;;;;5.02;;;10;;4.79;9.34;5.69;7.57;;;5.05;5.02;9.24;5.89;10;;;;;;;;;;;;;;;0 days 00:04:29.278176;0.0396;;0;0.04524;;;;15;yes_run;0.00501;0.00281;0.00411;0.00527;0.0048;0.00296;-0.0002;0.00062;0.00307;0.00132;0.00501;0.00281;0.00411;0.00527;0.0048;0.00296;-0.00019;0.00059;0.00305;0.00132;156;762;;36312
Methavert_20210927_1;0.1469;1.8526;10.6943;2.7004;11.6361;232;12.3227;2.4493;132.3291;213.8861;7.7824;2.2617;2021-09-27_01_SNAC111912_src.csv;SNAC111912;21/09/21;1.8;1.17;True;;;;;Noise:20.0. Treshold: 300. s: [0.01];True;;;;;Noise:29.6691. Treshold: 100. s: [0.0185];True;;;;;Noise:0.0122. Treshold: 100. s: 0.2;;;;9.74;7.06;;;;9.74;;7.06;;;9.38;;2.68;;3.19;;4.8;9.56;6;;;;;0 days 00:01:20.270268;0.00367;0.11882;;;;;;;;;0 days 00:04:36.553640;0.00115;0.06243;0.00239;;;;;1;yes_run;0.0052;0.00091;0.00152;0.00625;0.00477;0.00133;0.00036;0.00088;0.00123;0.00124;0.0052;0.00112;0.00152;0.00627;0.00477;0.00133;0.00052;0.00092;0.00169;0.00124;152;106;;6625
Methavert_20210927_2;;;13.3017;3.0617;13.9984;0.2187;14.7769;;;266.0347;7.8265;2.4875;2021-09-27_02_SNAC111912_src.csv;SNAC111912;21/09/21;1.71;1.28;True;;;;;Noise:38.8358. Treshold: 300. s: [0.0279];False;;too many pics in important section(s) of the signal;;;Noise:53.9863. Treshold: 100. s: [0.0113];True;;;;;Noise:0.004. Treshold: 100. s: 0.05;;;10.63;;8.61;;;;8.82;5.52;10.63;;;;;3.69;;7.58;;;;;;;;;0 days 00:01:57.274398;0;0.15557;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;153;;;
StepNantes_20210928_1;0;;4.3444;5.8101;8.3125;0.6989;9.7897;0;;86.8891;7.6345;0.5344;2021-09-28_01_SNAC111902_src.csv;SNAC111902;23/09/21;1.31;1.23;True;;;;;Noise:60.8668. Treshold: 300. s: [0.0522];True;;;;;Noise:27.2189. Treshold: 100. s: [0.0134];False;;too many pics in important section(s) of the signal;Shift in pH 4.4-4.6. Derivative value 0.05 higher than 0.05;Calibration lost: strictly positive for pH>8. Please control it;Too many outliers;;;;5.21;9.92;;;;;;5.21;9.92;4.59;8.65;;6.07;;5.15;;4.8;9.25;5.91;5.21;9.92;;;0 days 00:00:44.631256;0.0045;0.06632;;;;;;;;;0 days 00:05:53.939057;0;;0.00091;0.03636;0.0425;;;11.16226;yes_run;0.00417;0.00397;0.00387;0.00437;0.00405;0.00167;-0.00018;0.00024;0.00215;0.00101;0.00417;0.00391;0.00387;0.00433;0.00405;0.00167;-0.00026;0.00027;0.00205;0.00101;0.15;686;;33937
Gatinais_20210928_1;1.1149;;20.0181;11.2482;20.2651;555;23.1248;18.5823;;400.3622;7.8447;2.0539;2021-09-28_01_SNAC121901_src.csv;SNAC121901;28/09/21;1.76;1.39;True;;;;;Noise:15.8469. Treshold: 300. s: [0.0227];True;;;;;Noise:23.4506. Treshold: 100. s: [0.015];False;;too many pics in important section(s) of the signal;;;Noise:0.004. Treshold: 100. s: 0.05;;6.18;10.15;;;;;;;6.18;10.15;;5;;5.96;;2.74;;;4.8;9.33;6.18;10.15;;;;0 days 00:02:28.323531;0.00385;0.22747;;;;;;;;;0 days 00:06:37.964037;0.00757;;0.0255;0.09192;;;;6.5794;yes_run;0.00205;0.00077;0.00081;0.00128;0.00589;-0.00023;0.00011;0.00019;-0.00063;0.00145;0.00205;0.00071;0.00081;0.00166;0.00589;-0.00024;0.00007;0.0002;-0.00017;0.00145;525;915;;41093
StepNantes_20210929_1;0;;;;;;;0;;;7.7246;0.5113;2021-09-29_01_SNAC111902_src.csv;SNAC111902;23/09/21;1.3;1.24;False;;;;;Noise:331.6247. Treshold: 300. s: [0.0111];True;;;;;Noise:20.0. Treshold: 100. s: [0.0099];False;;;;Calibration lost: strictly positive for pH>8. Please control it;Noise:0.0034. Treshold: 100. s: 0.05;;;;5.22;9.92;;;;;;5.22;9.92;;8.74;;5.47;;3.36;;4.8;9.25;5.9;5.22;9.92;;;;;;;;;;;;;;0 days 00:07:09.231895;0;;0.00155;0.03559;0.04422;;;14.99999;yes_run;0.00453;0.00361;0.00368;0.00472;0.0042;0.00197;-0.00007;0.00047;0.0023;0.00128;0.00453;0.00359;0.00368;0.00468;0.0042;0.00197;-0.00009;0.00049;0.00222;0.00128;156;685;;33906
Methavert_20210929_1;0.0268;1.9297;13.8392;3.1962;13.7469;0.2325;14.5595;0.4482;137.84;276.7854;7874;2.6923;2021-09-29_01_SNAC111912_src.csv;SNAC111912;21/09/21;1.39;1.25;True;;;;;Noise:29.687. Treshold: 300. s: [0.0203];True;;;;;Noise:37.5979. Treshold: 100. s: [0.0078];True;;;;;Noise:0.0054. Treshold: 100. s: 0.05;;6.5;;9.79;9.18;;;;9.18;6.5;9.79;;;9.86;;5.92;;4.37;;4.8;9.52;6.5;;;;;0 days 00:02:27.368692;0.00543;0.19912;;;;;;;;;0 days 00:06:00.302850;0.00025;0.07873;0.00483;;;;;1;yes_run;0.0066;0.00089;0.00118;0.00822;0.00603;0.00083;0.0002;0.00003;0.00022;0.00084;0.0066;0.00085;0.0012;0.00835;0.00603;0.00083;0.00014;0;0.00059;0.00084;153;52;;3.25
StepNantes_20210930_1;3.6153;;5.3607;5.6404;8.5819;0.6572;10.0159;60.2552;;107215;6.9346;0.5185;2021-09-30_01_SNAC111902_src.csv;SNAC111902;30/09/21;1.29;1.25;True;;;;;Noise:26.6357. Treshold: 300. s: [0.0116];True;;;;;Noise:30.0. Treshold: 100. s: [0.01];False;;;;Calibration lost: strictly positive for pH>8. Please control it;Noise:0.0037. Treshold: 100. s: 0.05;;;10.27;5.14;6.79;;;5.14;;;10.27;6.79;;8.93;;2.88;;3.08;;5.14;9.27;5.93;10.27;6.79;;;0 days 00:01:41.114431;0.02225;0.08311;;;;;;;;;0 days 00:06:29.935196;0.03721;;0;0.02593;0.00502;;;9.9943;yes_run;0.00317;0.0035;0.00344;0.00418;0.00342;0.00151;-0.00182;-0.00092;0.00368;0.00016;0.00317;0.00347;0.0034;0.00412;0.00342;0.00151;-0.00193;-0.00087;0.00355;0.00016;155;1037;;44906
Methavert_20210930_1;0.9713;2149;10.6602;4.7233;12367;0.3819;13.5678;16.1892;153507;213.2041;7.7221;2.2506;2021-09-30_01_SNAC111912_src.csv;SNAC111912;21/09/21;1.94;1.18;True;;;;;Noise:36.8625. Treshold: 300. s: [0.0373];True;;;;;Noise:36.4777. Treshold: 100. s: [0.0203];True;;;;;Noise:0.0109. Treshold: 100. s: 0.2;4.69;;;9.76;;;;4.69;9.76;;;;;9.53;;5.83;;;;4.69;9.65;6.04;;;;;0 days 00:01:17.548127;0.01221;0.10989;;;;;;;;;0 days 00:03:34.981533;0.00705;0.06689;0.00363;;;;;1;yes_run;0.00508;0.00098;0.00099;0.00636;0.00453;0.00078;0;0.00046;0.00081;0.00077;0.00508;0.00102;1;0.00627;0.00453;0.00078;0.00002;0.0004;0.00133;0.00077;155;143;;8937
Gatinais_20210930_1;1.6663;;17.2577;12.0342;19459;0.6184;22.5186;27.7725;;345.1555;8.0561;0.3522;2021-09-30_01_SNAC121901_src.csv;SNAC121901;28/09/21;1.93;1.35;True;;;;;Noise:17.7737. Treshold: 300. s: [0.0274];True;;;;;Noise:25.6045. Treshold: 100. s: [0.0193];False;;too many pics in important section(s) of the signal;;;Noise:0.0039. Treshold: 100. s: 0.05;;6.21;10.2;;;;;;;6.21;10.2;;4.85;9.46;6.2;10.26;;10.1;;4.8;9.37;6.21;10.2;;;;0 days 00:01:56.709156;0.02858;0.17883;;;;;;;;;0 days 00:04:48.732792;0.01062;;0.02352;0.08898;;;;8.7567;yes_run;0.00179;0.00186;0.00159;0.00123;0.00578;-0.0002;0.00011;0.0002;-0.00103;0.00147;0.00179;0.00188;0.00159;0.00147;0.00578;-0.0002;0.00014;0.00021;-0.00052;0.00147;517;963;;42593
Methavert_20210930_2;0.0851;2.0244;11.3568;3.2845;12.1926;0.2693;13.0277;1.4189;144.6011;227137;7.8449;2.3574;2021-09-30_02_SNAC111912_src.csv;SNAC111912;21/09/21;1.84;1.17;True;;;;;Noise:25.8437. Treshold: 300. s: [0.024];True;;;;;Noise:33.0808. Treshold: 100. s: [0.0223];False;;;Shift in pH 5.8-6.2. Derivative value 0.45 higher than 0.05;;Noise:0.0137. Treshold: 100. s: 0.2;;6.35;;9.71;;;;;9.71;6.35;;;;9.56;;5.89;;7.21;;4.8;9.71;6.35;;;;;0 days 00:01:07.647554;0.00893;0.12344;;;;;;;;;0 days 00:03:46.977710;0.00065;0.06666;0.00237;;;;;1;yes_run;0.0013;0.0007;0.00066;0.00142;0.0013;-0.0001;0.00026;0.00035;-0.00009;0.00001;0.0013;0.00069;0.00066;0.00142;0.0013;-0.0001;0.00026;0.00034;-0.0001;0.00001;153;73;;4562
StepNantes_20211001_1;4392;;5.0436;6.5458;8.5461;0.7659;10.2103;73.2014;;100.8722;7.4319;0.5419;2021-10-01_01_SNAC111902_src.csv;SNAC111902;30/09/21;1.31;1.26;True;;;;;Noise:58.9406. Treshold: 300. s: [0.0231];True;;;;;Noise:30.0. Treshold: 100. s: [0.01];False;;;;Calibration lost: strictly positive for pH>8. Please control it;Noise:0.0017. Treshold: 100. s: 0.005;5.07;;10.55;6.87;;;;5.07;;;10.55;6.87;;9.19;;6.14;;;;5.07;9.26;5.92;10.55;6.87;;;0 days 00:00:46.406596;0.03006;77;;;;;;;;;0 days 00:06:30.305868;0.04421;;0;0.02727;0.00528;;;1;yes_run;0.00395;0.00404;0.00451;0.00566;0.00442;2;-0.00272;-0.00139;0.00548;0.00031;0.00395;0.00402;0.00447;0.0056;0.00442;2;-0.00286;-0.00133;0.00539;0.00031;151;1312;;53.5
Methavert_20211001_1;2186;2.4988;11.3865;6.1495;13.2895;0.4627;14.8529;36.4347;178.4899;227.7303;7.6479;2.6273;2021-10-01_01_SNAC111912_src.csv;SNAC111912;21/09/21;1.9;1.2;True;;;;;Noise:20.0. Treshold: 300. s: [0.0099];True;;;;;Noise:40.0386. Treshold: 100. s: [0.0061];True;;;;;Noise:0.0108. Treshold: 100. s: 0.2;4.68;6.5;;9.93;;;;4.68;9.93;6.5;;;;9.73;6.31;7.4;4.27;;;4.68;9.83;6.4;;;;;0 days 00:01:32.821891;0.02642;0.11985;;;;;;;;;0 days 00:04:41.198922;0.01587;0.07774;0.00304;;;;;1;yes_run;0.00164;0.00074;0.00072;0.0019;0.00171;0.00004;0.00016;0.00013;0.00045;0.00033;0.00164;0.00067;0.00073;0.00176;0.00171;0.00004;0.00003;0.00013;0.00058;0.00033;153;145;;9062
Methavert_20211001_2;0.3536;1.8416;11.5601;3.4228;12.3604;0.2769;13.2307;5.8939;131.5441;231.2031;7.9629;2.5826;2021-10-01_02_SNAC111912_src.csv;SNAC111912;21/09/21;1.81;1.18;True;;;;;Noise:30.0001. Treshold: 300. s: [0.01];True;;;;;Noise:34.2217. Treshold: 100. s: [0.0262];False;;too many pics in important section(s) of the signal;;;Noise:0.013. Treshold: 100. s: 0.2;;6.17;;9.8;9.12;;;;9.12;6.17;9.8;;4.62;9.8;;9.36;10.77;;;4.8;9.12;6.17;;;;;0 days 00:01:15.655352;0;0.12773;;;;;;;;;0 days 00:03:59.563417;0.00274;0.06116;0.00308;;;;;1;yes_run;0.01464;0.00051;0.00089;0.01337;0.01311;0.00476;0.00023;-0.00014;-0.00488;0.00389;0.01464;0.00048;0.00116;0.01526;0.01311;0.00476;0.00019;-0.00028;-0.00065;0.00389;154;117;;7312
Methavert_20211002_1;2.2143;2.2519;10.7583;6.3091;12.7984;0.4929;14.4024;36.9066;160.8529;215.1675;7.6369;2.4679;2021-10-02_01_SNAC111912_src.csv;SNAC111912;21/09/21;1.91;1.19;True;;;;;Noise:20.0. Treshold: 300. s: [0.01];True;;;;;Noise:35.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0125. Treshold: 100. s: 0.2;4.56;;;9.91;9.43;;;4.56;9.43;;9.91;;4.55;9.39;;9.74;;10.16;;4.56;9.41;6.02;;;;;0 days 00:01:27.676222;0.01795;0.11265;;;;;;;;;0 days 00:03:37.406842;0.01613;0.07032;0.00326;;;;;8.50603;yes_run;0.00886;0.00078;0.00081;0.00966;0.00781;0.00221;0.00041;0.0004;0;0.00171;0.00887;0.00093;0.00086;0.01033;0.00781;0.00221;0.00052;0.00035;0.00192;0.00171;0.15;128;;8
Methavert_20211002_2;0.2094;1.8807;10.6657;3.5265;11.8974;0.2964;12794;3.4901;134.3408;213.3142;7.9156;2.8133;2021-10-02_02_SNAC111912_src.csv;SNAC111912;21/09/21;1.73;1.19;True;;;;;Noise:24.9652. Treshold: 300. s: [0.0336];True;;;;;Noise:42.9755. Treshold: 100. s: [0.0267];False;;;Shift in pH 10.5-10.7. Derivative value 0.097 higher than 0.05;;Noise:0.0046. Treshold: 100. s: 0.05;;6.28;;9.68;;;;;9.68;6.28;;;4.71;9.5;;10.66;;10.21;;4.8;9.68;6.28;;;;;0 days 00:01:17.315840;0;0.1233;;;;;;;;;0 days 00:03:45.662803;0.00169;0.06524;0.00192;;;;;15;yes_run;0.0018;0.00038;0.00055;0.00222;0.00162;-0.00034;0.00015;-0.00003;-0.00015;-0.00026;0.0018;0.00038;0.00056;0.00222;0.00162;-0.00034;0.00014;-0.00004;-0.00015;-0.00026;151;29;;1812
Methavert_20211003_1;2.3447;2.1641;10.1571;6.3182;11.7911;0.5358;13.3974;39.0784;154.5797;203.1435;7.5927;2.6781;2021-10-03_01_SNAC111912_src.csv;SNAC111912;21/09/21;1.72;1.2;True;;;;;Noise:39.1809. Treshold: 300. s: [0.0401];True;;;;;Noise:35.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0123. Treshold: 100. s: 0.2;4.59;;;9.88;9.36;;;4.59;9.36;6.06;9.88;;4.76;9.5;5.58;2.79;7.27;;;4.67;9.43;5.82;;;;;0 days 00:01:28.038216;0.02119;0.1181;;;;;;;;;0 days 00:03:04.804684;0.01885;0.07457;0.01095;;;;;14.99999;yes_run;0.00906;0.00642;0.00447;0.00991;0.00787;0.00074;-0.0054;-0.00259;-0.00055;0.00049;0.00906;0.0065;0.00451;0.01025;0.00787;0.00074;-0.0054;-0.00264;0.00108;0.00049;0.15;122;;7625
Methavert_20211003_2;;;12.3026;4.5444;13.5407;0.3356;14696;;;246.0536;7.8765;2.4679;2021-10-03_02_SNAC111912_src.csv;SNAC111912;21/09/21;1.85;1.2;True;;;;;Noise:21.6764. Treshold: 300. s: [0.0293];False;;too many pics in important section(s) of the signal;;;Noise:86.294. Treshold: 100. s: [0.036];False;;too many pics in important section(s) of the signal;Shift in pH 4.6-4.8. Derivative value 0.096 higher than 0.05;;Too many outliers;;;10.18;9.22;8.34;;;;9.22;;10.18;8.34;4.83;8.83;;3.84;;5.16;;;;;;;;;0 days 00:01:33.245722;0.00091;133;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;155;;;
StepNantes_20211004_1;3007;;;;;;;50.1182;;;7.4087;0.4699;2021-10-04_01_SNAC111902_src.csv;SNAC111902;30/09/21;1.31;1.23;False;;;;;Noise:340.0. Treshold: 300. s: [0.01];True;;;;;Noise:40.9729. Treshold: 100. s: [0.0205];False;;;;;Too many outliers;;;10.58;5.19;6.79;;;5.19;;;10.58;6.79;;;;;;3.41;4.49;5.19;9.28;5.94;10.58;6.79;;;;;;;;;;;;;;0 days 00:05:33.313177;0.03092;;0;0.02669;0.00459;;;4.63165;yes_run;0.00368;0.00257;0.00278;0.0054;0.00343;0.0019;-0.00108;-0.00088;0.00527;0.00058;0.00368;0.00251;0.00275;0.00534;0.00343;0.00191;-0.00123;-0.00083;0.00517;0.00058;0.15;1349;;54656
Methavert_20211004_1;2504;2.0376;8.6154;6.5034;10.6452;0.6109;12.2986;41.7349;145.5444;172.3098;7.6053;0.5992;2021-10-04_01_SNAC111912_src.csv;SNAC111912;21/09/21;1.91;1.17;True;;;;;Noise:19.7736. Treshold: 300. s: [0.0142];True;;;;;Noise:36.3597. Treshold: 100. s: [0.0157];True;;;;;Noise:0.0126. Treshold: 100. s: 0.2;4.52;;;9.87;;;;4.52;9.87;;;;;9.46;;2.83;5.37;;;4.52;9.66;6.03;;;;;0 days 00:01:44.486218;0.02347;0.09021;;;;;;;;;0 days 00:03:16.146167;0.01862;0.06496;0.00356;;;;;1;yes_run;0.00309;0.00072;0.00092;0.00395;0.00277;0.00026;0.00013;0.00047;0.00033;0.00019;0.00309;0.00085;0.00084;0.00383;0.00277;0.00026;0.00023;0.00034;0.00069;0.00019;151;133;;8312
Methavert_20211004_2;1.0179;2.2173;10.7452;4.5286;12.1873;0.3715;13.3386;16.9653;158.3814;214.9047;8045;2.4698;2021-10-04_02_SNAC111912_src.csv;SNAC111912;21/09/21;1.57;1.21;True;;;;;Noise:20.0. Treshold: 300. s: [0.01];True;;;;;Noise:46.6627. Treshold: 100. s: [0.0132];True;;;;;Noise:0.0041. Treshold: 100. s: 0.05;4.73;6.44;;9.56;;;;4.73;9.56;6.44;;;4.73;9.71;;7.38;;6.84;;4.73;9.64;6.44;;;;;0 days 00:01:29.880450;0.01483;0.13688;;;;;;;;;0 days 00:05:44.240956;0.00888;0.08299;0.00298;;;;;6.05388;yes_run;0.00396;0.00066;0.00085;0.0043;0.00358;0.00056;0.00054;0.00002;0.00087;0.00041;0.00396;0.00061;0.00097;0.0042;0.00358;0.00056;0.00048;-0.00003;0.00154;0.00041;151;127;;7937
StepNantes_20211005_1;1.7139;0.4964;;;;;;28565;35.4604;;7.5814;0.5065;2021-10-05_01_SNAC111902_src.csv;SNAC111902;30/09/21;1.33;1.24;False;;;;;Noise:418.0275. Treshold: 300. s: [0.0111];True;;;;;Noise:30.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0053. Treshold: 100. s: 0.05;;;10.36;5.2;6.81;;;;;;5.2;10.36;4.63;9.1;;2.5;8.25;;;4.63;9.1;5.94;;;;;;;;;;;;;;;;0 days 00:03:20.141102;0.01728;0.02145;0.01569;;;;;5.77594;yes_run;0.00575;0.00876;8;0.00274;0.00642;0.00174;0.00039;0.00283;-0.00049;0.00219;0.00575;0.0083;8;0.00291;0.00642;0.00173;-0.00019;0.0029;-0.00029;0.00219;152;0.04;;2.5
Methavert_20211005_1;;;9.9102;7.6501;11.6504;0.6566;13.5954;;;198.2051;7.5705;2.4435;2021-10-05_01_SNAC111912_src.csv;SNAC111912;21/09/21;1.72;1.2;True;;;;;Noise:38.6965. Treshold: 300. s: [0.09];False;;too many pics in important section(s) of the signal;;;Noise:771.4924. Treshold: 100. s: [0.0001];True;;;;;Noise:0.007. Treshold: 100. s: 0.2;4.8;6.36;10.3;9.71;;;;4.8;9.38;5.97;10.23;;4.41;9.79;;10.62;;;;;;;;;;;0 days 00:01:51.485881;0.02822;0.11523;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;156;;;
Gatinais_20211005_1;0.5978;;15.5719;10885;19.3853;0.5615;22.1527;9.9638;;311.4383;7.8944;2.0506;2021-10-05_01_SNAC121901_src.csv;SNAC121901;05/10/21;1.75;1.34;True;;;;;Noise:20.358. Treshold: 300. s: [0.0272];True;;;;;Noise:25.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0041. Treshold: 100. s: 0.05;;;10.08;5.86;;;;;;5.86;10.08;;;;5.9;;;10.03;7.01;4.8;9.34;5.88;;;10.05;;0 days 00:02:36.324483;0.0707;0.17796;;;;;;;;;0 days 00:08:04.641758;0.00423;;0.02587;;;0.08633;;5.31778;yes_run;0.00232;0.00207;0.00194;0.00189;0.00287;0.00046;0.00042;0.0007;0.00136;0.00094;0.00232;0.00216;0.00194;0.00202;0.00287;0.00046;0.0005;0.00068;0.00153;0.00094;258;817;;38031
Methavert_20211005_2;1.9829;1.7841;11.1815;4.9322;12.0566;409;13.3106;33.0486;127441;223631;7762;2.6602;2021-10-05_02_SNAC111912_src.csv;SNAC111912;21/09/21;1.67;1.2;True;;;;;Noise:55.9001. Treshold: 300. s: [0.0446];True;;;;;Noise:60.992. Treshold: 100. s: [0.0298];True;;;;;Noise:0.0123. Treshold: 100. s: 0.2;;;;8.59;;;;5.16;9.86;;8.59;3.95;;9.72;;10.07;;10.55;;5.16;9.79;5.96;;;;;0 days 00:01:30.710074;0.00843;0.13391;;;;;;;;;0 days 00:04:25.455249;0.01637;0.06313;0.00092;;;;;15;yes_run;0.00174;0.0005;0.00076;0.00192;0.00279;0.00041;-0.00005;0.00031;0.00015;0.00122;0.00174;0.00055;0.00066;0.0019;0.00279;0.00041;0;0.00025;0.00011;0.00122;155;79;;4937
StepNantes_20211006_1;3.6838;;5.1091;5.7927;7.6643;0.7557;9137;61.3978;;102.1836;7.1769;0.6209;2021-10-06_01_SNAC111902_src.csv;SNAC111902;30/09/21;1.32;1.23;True;;;;;Noise:89.9202. Treshold: 300. s: [0.1];True;;;;;Noise:31.3171. Treshold: 100. s: [0.0099];False;;;Shift in pH 3.33-3.46. Derivative value 0.106 higher than 0.1;;Noise:0.0051. Treshold: 100. s: 0.05;;;10.28;5.13;6.78;;;5.13;;;10.28;6.78;;;;3.2;;2.76;;5.13;9.27;5.93;10.28;6.78;;;0 days 00:00:57.954320;0.00403;0.07741;;;;;;;;;0 days 00:05:25.717203;0.03777;;0;0.02442;0.00423;;;11.05027;yes_run;0.00323;0.00388;0.00397;0.00398;0.0036;0.00144;-0.00209;-1;0.00352;0.00013;0.00323;0.00386;0.00392;0.00392;0.0036;0.00144;-0.00224;-0.00094;0.00338;0.00013;153;1042;;45062
Methavert_20211006_2;1446;2131;11.0621;5.4638;12.7355;429;14.1246;24.1005;152.2198;221.2437;7.6477;2.0926;2021-10-06_02_SNAC111912_src.csv;SNAC111912;06/10/21;1.86;1.2;True;;;;;Noise:46.3931. Treshold: 300. s: [0.0177];True;;;;;Noise:20.0. Treshold: 100. s: [0.01];True;;;;;Noise:0.0117. Treshold: 100. s: 0.2;;;;9.91;4.48;;;4.48;9.91;;;;;9.32;5.91;8.6;4.27;;;4.48;9.62;5.91;;;;;0 days 00:01:21.474300;0.01734;0.11894;;;;;;;;;0 days 00:04:40.319616;0.01076;68;0.00335;;;;;1;yes_run;0.00554;0.0008;0.00076;0.0067;0.00502;0.0005;0.00031;0.00031;-0.00014;0.00045;0.00554;0.00086;0.00077;0.0067;0.00502;0.0005;0.00035;0.00032;0.00086;0.00045;154;146;;9125
Methavert_20211006_4;3.2793;1.8867;9.0918;7.9541;11.6506;0.6827;13.6728;54.6564;134.77;181.8373;7.8629;2.7199;2021-10-06_04_SNAC111912_src.csv;SNAC111912;06/10/21;1.62;1.24;True;;;;;Noise:65.5716. Treshold: 300. s: [0.0545];True;;;;;Noise:34.0231. Treshold: 100. s: [0.0324];False;;;Shift in pH 10.4-10.4. Derivative value 0.081 higher than 0.05;;Noise:0.0084. Treshold: 100. s: 0.2;4.67;;;9.94;;;;4.67;9.94;;;;;9.89;;10.41;;10.74;;4.67;9.94;6.01;;;;;0 days 00:01:32.111619;0.02564;0.11224;;;;;;;;;0 days 00:04:51.802046;0.02719;0.06706;0.00209;;;;;1;yes_run;0.00274;0.00097;0.00084;0.0027;0.00255;0.00078;0.00004;0.00013;-0.00017;0.00078;0.00274;0.00105;0.00085;0.00225;0.00255;0.00078;0.00026;0.00013;-0.00044;0.00078;151;0.12;;7.5
StepNantes_20211007_1;2.3506;0.7326;4.6802;6.0601;8.3079;0.7294;9.8486;39.1778;52.3322;93.6041;7.2459;0.7323;2021-10-07_01_SNAC111902_src.csv;SNAC111902;07/10/21;1.33;1.21;True;;;;;Noise:31.918. Treshold: 300. s: [0.0474];True;;;;;Noise:32.2086. Treshold: 100. s: [0.0255];True;;;;;Noise:0.0117. Treshold: 100. s: 0.2;;;10.35;5.2;;;;;;;5.2;10.35;4.79;;;2.6;;3.56;;4.79;;5.95;;;;;0 days 00:01:17.977286;0.01213;0.07037;;;;;;;;;0 days 00:03:40.974031;0.02417;0.03229;0.0094;;;;;1;yes_run;0.00568;0.00342;0.00325;nan;0.00517;0.00204;0;0.00043;nan;0.00117;0.00568;0.00336;0.00321;nan;0.00517;0.00204;-0.00012;0.00055;nan;0.00117;158;;;
