"name","VFA_geq","TAN_geq","IC_geq","FOS_geq","TAC_geq","FOS_TAC","total_alcalinity","VFA_mmol","TAN_mmol","IC_mmol","pH_initial","conductivity_initial","0_1","0_2","0_3","101_0","101_1","101_2","101_3","101_4","101_5","102_0","102_1","102_2","102_3","102_4","102_5","103_0","103_1","103_2","103_3","103_4","103_5","201_pKa_acetatic/acetate","201_pKa_H2CO3/HCO3","201_pKa_HCO3/CO32","201_pKa_fb_vfa_1","201_pKa_fb_vfa_2","201_pKa_fb_nh4_1","201_pKa_fb_nh4_2","202_pKa_acetatic/acetate","202_pKa_NH4/NH3","202_pKa_unknown_pH6","202_pKa_fb_vfa_1","202_pKa_fb_vfa_2","203_pKa_acetatic/acetate","203_pKa_NH4/NH3","203_pKa_unknown_pH6","203_pKa_fb_vfa_1","203_pKa_fb_vfa_2","203_pKa_fb_nh4_1","203_pKa_fb_nh4_2","204_pKa_acetatic/acetate","204_pKa_NH4/NH3","204_pKa_unknown_pH6","204_pKa_fb_vfa_1","204_pKa_fb_vfa_2","204_pKa_fb_nh4_1","204_pKa_fb_nh4_2","301_time","301_acetatic/acetate","301_H2CO3/HCO3","301_HCO3/CO32","301_fb_vfa_1","301_fb_vfa_2","301_fb_nh4_1","301_fb_nh4_2","302_time","302_acetatic/acetate","302_NH4/NH3","303_time","303_acetatic/acetate","303_NH4/NH3","303_unknown_pH6","303_fb_vfa_1","303_fb_vfa_2","303_fb_nh4_1","303_fb_nh4_2","303_lambda_unknown_pH6","304_if_fb","401_1","402_1","501_coef","501_R2","502_RMSE","503_error_VFA","503_error_pH6","503_error_VFA_pH6","503_error_TAN","503_error_global","504_distance_pka_VFA","504_distance_pka_TAN"
"MethabelAir_20210614_1",,,15.6016108130771,9.50471206057552,18.0826721160299,0.525625416397934,20.4991243348203,,,312.032216261542,7.8444,2.36709632,"SNAC121903","14/06/21",2.1,"True",,,,,"Noise:27.0107. Treshold: 300. s: [0.043]","False",,,,,"Noise:785.3829. Treshold: 100. s: [0.0001]","True",,,,,"Noise:0.0039. Treshold: 100. s: 0.05",,6.28,,,,,,4.65,9.17,6.37,9.33,6.48,,9.08,,5.95,,,,,,,,,,,"0 days 00:03:11.951432",0.00712,0.14858,,,,,,,,,,,,,,,,,,"no_run",,,,,0.00204,,,,,,0.154,
"Biowatt_20210616_1",5.14435128333269E-18,,23.7650005870949,6.23170552815555,24.6023483210658,0.25329718313189,26.1866802350036,8.57391880555448E-17,,475.300011741897,8.1796,2.44306736,"SNAC111904","16/06/21",2.01,"True",,,,,"Noise:27.7109. Treshold: 300. s: [0.0235]","True",,,,,"Noise:32.6103. Treshold: 100. s: [0.0149]","True",,,,,"Noise:0.0042. Treshold: 100. s: 0.05",,6.38,,,,,,,,5.78,9.79,,,,5.31,7.83,,9.81,,4.79,9.15,5.78,9.79,,,,"0 days 00:03:29.769500",0,0.23646,,,,,,,,,"0 days 00:12:11.610528",0,,0.01639,0.10917,,,,9.74328,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00371,0.00163,0.0033,0.00283,0.00172,0.00198,0.152,0.557
"Biowatt_20210622_1",0.365554790529058,,24.168468648236,6.46431642110659,24.6908655986298,0.261810036399263,26.3343358751823,6.09257984215097,,483.369372964721,8.1823,2.35689568,"SNAC111904","16/06/21",2.01,"True",,,,,"Noise:25.0. Treshold: 300. s: [0.0099]","True",,,,,"Noise:31.8905. Treshold: 100. s: [0.0064]","True",,,,,"Noise:0.0042. Treshold: 100. s: 0.05",,6.57,,4.47,,,,,,5.98,9.97,,,,5.54,7.53,,9.91,,4.8,9.33,5.98,9.97,,,,"0 days 00:05:06.549555",0.00491,0.24048,,,,,,,,,"0 days 00:13:48.856802",0.00227,,0.01564,0.12319,,,,15,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00302,0.00063,0.00151,0.00127,0.00125,0.00127,0.152,0.73
"Biowatt_20210629_1",0.507808416359918,,22.2300489602991,6.49248533346237,24.2378261716523,0.26786582622891,25.8884580360919,8.46347360599864,,444.600979205983,8.3766,2.67232768,"SNAC111904","29/06/21",1.99,"True",,,,,"Noise:30.4855. Treshold: 300. s: [0.0369]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0086. Treshold: 100. s: 0.2",,6.5,,,,,,,,5.91,10.21,,,,,,,9.89,5.37,4.8,9.31,5.91,10.21,,,,"0 days 00:04:11.012036",0,0.22341,,,,,,,,,"0 days 00:15:45.640079",0.00322,,0.01691,0.11785,,,,11.08702,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00568,0.00062,0.00229,0.00188,0.00226,0.00192,0.152,0.97
"Biowatt_20210702_1",0.465894237082099,,23.71324115013,7.05734439824207,25.4088089552756,0.277751877731237,27.2030490565236,7.76490395136832,,474.264823002599,8.2752,1.98865424,"SNAC111904","29/06/21",2,"True",,,,,"Noise:18.8323. Treshold: 300. s: [0.0122]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0083. Treshold: 100. s: 0.2",,6.51,,,,,,,,5.94,10.26,,,,,,,9.88,5.31,4.8,9.28,5.94,10.26,,,,"0 days 00:04:02.786561",0,0.23713,,,,,,,,,"0 days 00:11:57.027102",0.00292,,0.0159,0.11316,,,,8.4056,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00522,0.00042,0.00119,0.00098,0.00336,0.00284,0.156,1.025
"Biowatt_20210706_1",0.563374287225628,,24.2066289217984,6.48848298305683,26.1445220576127,0.248177532898045,27.794136375339,9.38957145376046,,484.132578435968,8.3413,2.1688016,"SNAC111904","06/07/21",2.01,"True",,,,,"Noise:15.0. Treshold: 300. s: [0.0099]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0083. Treshold: 100. s: 0.2",,6.62,,,,,,,,6.01,10.28,,,,5.49,,,9.82,10.26,4.8,9.27,6.01,10.28,,,,"0 days 00:05:33.547733",0.00708,0.24086,,,,,,,,,"0 days 00:12:34.372941",0.00344,,0.01789,0.10988,,,,6.24817,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00717,0.00036,0.0011,0.00091,0.00354,0.00313,0.166,1.044
"Gatinais_20210706_1",2.83736764645805,,15.2778259965153,15.4154880424833,18.1281067050179,0.850363928970928,22.0472985802255,47.2894607743008,,305.556519930305,7.4986,1.59661232,"SNAC121901","06/07/21",1.82,"True",,,,,"Noise:17.9732. Treshold: 300. s: [0.0201]","True",,,,,"Noise:39.5178. Treshold: 100. s: [0.0307]","False",,"too many pics in important section(s) of the signal",,,"Noise:0.0084. Treshold: 100. s: 0.2",,,,6.03,,,,,,6.02,9.78,,,9.37,5.85,,2.5,,2.58,4.8,9.29,6.02,9.78,,,,"0 days 00:03:48.325882",0.05642,0.16788,,,,,,,,,"0 days 00:12:37.795879",0.01902,,0.02421,0.09621,,,,6.11609,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00863,0.00146,0.00113,0.00128,0.00373,0.00437,0.31,0.541
"Biowatt_20210713_1",0.467474559271295,,21.9499103255795,6.44537017311191,24.2088336341357,0.266240425727227,25.8474870679777,7.79124265452158,,438.998206511591,8.3413,1.31773896,"SNAC111904","13/07/21",2,"True",,,,,"Noise:24.0268. Treshold: 300. s: [0.0177]","True",,,,,"Noise:30.3057. Treshold: 100. s: [0.026]","True",,,,,"Noise:0.0043. Treshold: 100. s: 0.05",,6.52,,,,,,,,6.04,10.25,,,,5.58,7.77,,9.96,,4.8,9.27,6.04,10.25,,,,"0 days 00:03:22.848171",0,0.21949,,,,,,,,,"0 days 00:13:47.893757",0.00294,,0.01634,0.11254,,,,9.94778,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00403,0.00078,0.0007,0.00073,0.00305,0.00271,0.15,1.012
"Biowatt_20210719_1",0.855355425233529,,22.1263293005006,7.6002554688587,24.0914556750653,0.315475144854987,26.0237240146056,14.2559237538921,,442.526586010011,8.308,5.75867968,"SNAC111904","13/07/21",2.1,"True",,,,,"Noise:25.4289. Treshold: 300. s: [0.0194]","True",,,,,"Noise:40.4774. Treshold: 100. s: [0.0051]","True",,,,,"Noise:0.0049. Treshold: 100. s: 0.05",4.96,6.5,,,,,,,,5.78,10.06,,,,5.6,8.02,,9.76,,4.79,9.11,5.78,10.06,,,,"0 days 00:03:47.607272",0,0.21072,,,,,,,,,"0 days 00:11:08.755833",0.00517,,0.01492,0.10338,,,,15,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00427,0.00145,0.00238,0.00207,0.00454,0.00367,0.154,0.827
"Gatinais_20210721_1",0.592819409045467,,20.7837625962057,10.8837165678399,22.1169318726976,0.492098842212167,24.8839784577416,9.88032348409111,,415.675251924114,7.8235,0.13089004,"SNAC121901","21/07/21",1.98,"True",,,,,"Noise:15.6946. Treshold: 300. s: [0.0179]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.01]","False",,,,,"Too many outliers",,6.12,,,,,,,,6.12,9.78,,4.57,,5.74,,2.81,2.65,,4.79,9.22,6.12,9.78,,,,"0 days 00:03:43.217051",0,0.20993,,,,,,,,,"0 days 00:10:24.765804",0.0036,,0.02111,0.08157,,,,1.20019,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01475,0.00066,0.00125,0.00109,0.00158,0.00689,0.506,0.545
"Gatinais_20210727_2",0.943286966974393,,22.0957043265313,13.3608997227479,22.9006692350617,0.583428352490761,26.2975081476247,15.7214494495732,,441.914086530625,8.0598,0.20536926,"SNAC121901","21/07/21",1.85,"True",,,,,"Noise:19.8793. Treshold: 300. s: [0.0153]","True",,,,,"Noise:26.7641. Treshold: 100. s: [0.0204]","False",,"too many pics in important section(s) of the signal","Shift in pH 3.04-3.09. Derivative value 3.635 higher than 0.1",,"Too many outliers",,6.24,,,,,,,,6.03,9.77,,4.88,,5.7,3.25,,3,,4.79,9.19,6.03,9.77,,,,"0 days 00:04:43.393318",0.00189,0.23887,,,,,,,,,"0 days 00:11:51.726460",0.00594,,0.02524,0.0848,,,,7.87481,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01854,0.00096,0.00113,0.00107,0.00304,0.00737,0.48,0.533
"Biowatt_20210730_1",0.635879635011931,,21.4084382439199,6.90475823450197,24.1626859409536,0.285761204336932,25.9181329497253,10.5979939168655,,428.168764878398,8.212,1.84430736,"SNAC111904","30/07/21",2,"True",,,,,"Noise:15.0. Treshold: 300. s: [0.01]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.01]","False",,"too many pics in important section(s) of the signal","Shift in pH 4.58-4.74. Derivative value 0.28 higher than 0.1",,"Noise:0.0091. Treshold: 100. s: 0.2",,6.46,,,,,,,,5.77,10.14,,4.7,9.16,5.8,,9.37,9.31,,4.79,9.23,5.77,10.14,,,,"0 days 00:04:26.191970",0,0.21408,,,,,,,,,"0 days 00:12:40.487587",0.00402,,0.0159,0.11649,,,,15,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01393,0.0013,0.00242,0.00206,0.00289,0.00248,0.156,0.902
"Gatinais_20210730_1",0.64960680644841,,20.0223190672399,13.4141100669671,21.4970473153572,0.623997792356546,24.9074142815353,10.8267801074735,,400.446381344797,7.9445,2.19546832,"SNAC121901","30/07/21",1.76,"True",,,,,"Noise:19.7896. Treshold: 300. s: [0.0271]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0082. Treshold: 100. s: 0.2",,,,5.97,,,,,,5.54,10.03,,,,5.68,3.67,,10.09,,4.8,9.26,5.54,10.03,,,,"0 days 00:04:54.956969",0.08241,0.22752,,,,,,,,,"0 days 00:13:07.206360",0.00444,,0.02779,0.08852,,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00599,0.00352,0.00638,0.00537,0.00288,0.00421,0.198,0.798
"Gatinais_20210803_1",,,22.7651624865276,13.5117996690232,21.091216209142,0.640636345246251,24.5264195148259,,,455.303249730553,7.877,2.11182944,"SNAC121901","30/07/21",1.74,"True",,,,,"Noise:16.5353. Treshold: 300. s: [0.0181]","False",,,,,"Noise:829.4034. Treshold: 100. s: [0.0001]","False",,"too many pics in important section(s) of the signal",,,"Noise:0.004. Treshold: 100. s: 0.05",,6.07,,,,,,,,5.59,9.97,,,9.24,5.58,10.7,,10.66,,,,,,,,,"0 days 00:03:55.812157",0,0.26166,,,,,,,,,,,,,,,,,,"no_run",,,,,0.0047,,,,,,0.155,
"Biowatt_20210803_2",1.4710630270327,,20.0044425486115,7.6350486952123,23.7353596123246,0.321674026427971,25.6764736873786,24.5177171172117,,400.08885097223,8.3207,1.99871216,"SNAC111904","30/07/21",2,"True",,,,,"Noise:30.8087. Treshold: 300. s: [0.0327]","True",,,,,"Noise:27.3382. Treshold: 100. s: [0.0159]","True",,,,,"Noise:0.0095. Treshold: 100. s: 0.2",,6.39,,,,,,,,5.97,10.25,,,,,,,10.03,5.16,4.8,9.28,5.97,10.25,,,,"0 days 00:03:18.662758",0,0.20004,,,,,,,,,"0 days 00:11:20.126012",0.00928,,0.01278,0.11143,,,,15,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00642,0.00054,0.00109,0.00089,0.00571,0.00438,0.156,1.012
"Gatinais_20210810_2",1.05874832568018,,15.0899072932321,12.5983575019564,17.7004979074488,0.711751588448519,20.9034701537089,17.6458054280029,,301.798145864642,7.7576,2.12016096,"SNAC121901","06/08/21",1.74,"True",,,,,"Noise:22.5524. Treshold: 300. s: [0.0285]","True",,,,,"Noise:29.7686. Treshold: 100. s: [0.0231]","True",,,,,"Noise:0.0047. Treshold: 100. s: 0.05",,,,5.86,,,,,,5.84,10.08,,,,5.75,,,10.06,6.49,4.8,9.24,5.84,10.08,,,,"0 days 00:03:19.206217",0.08647,0.17344,,,,,,,,,"0 days 00:10:01.973513",0.00756,,0.02577,0.07559,,,,15,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00461,0.00044,0.00045,0.00045,0.00163,0.00265,0.195,0.849
"Gatinais_20210823_1",0.760418305200628,,16.8742903893406,11.9852627833061,19.1602497860477,0.62552748096393,22.2073504936679,12.6736384200105,,337.485807786812,7.8894,0.6216742,"SNAC121901","23/08/21",1.9,"True",,,,,"Noise:82.9893. Treshold: 300. s: [0.0135]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0095. Treshold: 100. s: 0.2",,,,5.95,2.65,,,,,5.71,9.98,,,,,,,10.1,5.16,4.8,9.26,5.71,9.98,,,,"0 days 00:03:33.807869",0.09181,0.17762,,,,,,,,,"0 days 00:11:51.346360",0.00505,,0.02621,0.08177,,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00645,0.00095,0.00254,0.00209,0.00208,0.00243,0.15,0.741
"Biowatt_20210825_4",0.506653763829925,,23.2332077333655,8.58071793067223,26.0074315684738,0.329933308026994,28.1889700254243,8.44422939716541,,464.664154667311,8.2275,2.20560352,"SNAC111904","25/08/21",2.02,"True",,,,,"Noise:26.7718. Treshold: 300. s: [0.0749]","True",,,,,"Noise:33.4645. Treshold: 100. s: [0.0199]","False",,,"Shift in pH 4.9-5.0. Derivative value 0.149 higher than 0.05",,"Noise:0.0074. Treshold: 100. s: 0.2",5.03,6.46,,7.92,,,,4.65,,5.8,10,,,9.42,5.62,5.23,,5.03,,4.65,9.26,5.8,10,,,,"0 days 00:04:28.359749",0,0.23003,,,,,,,,,"0 days 00:16:02.793868",0.00303,,0.01737,0.1124,,,,3.16793,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01092,0.00031,0.00096,0.00077,0.00839,0.00712,0.204,0.768
"Gatinais_20210831_1",0.757783441202997,,10.5847783616158,12.2265853572625,14.8312502414556,0.824379951670384,17.9397041458443,12.62972402005,,211.695567232316,7.9555,0.00062479,"SNAC121901","31/08/21",2.05,"True",,,,,"Noise:23.2001. Treshold: 300. s: [0.0262]","True",,,,,"Noise:35.642. Treshold: 100. s: [0.0311]","True",,,,,"Noise:0.0106. Treshold: 100. s: 0.2",,,,5.72,,,,,,5.72,9.91,,,,,,,10.04,4.31,4.8,9.24,5.72,9.91,,,,"0 days 00:02:27.928096",0.08189,0.10326,,,,,,,,,"0 days 00:10:41.342226",0.00494,,0.02107,0.06341,,,,13.57305,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00502,0.00164,0.0021,0.00194,0.00214,0.00205,0.15,0.678
"Biowatt_20210902_1",2.08841440568031,,22.5053424110539,10.6383627488907,25.8487492678468,0.4115619923678,28.5534177633275,34.8069067613384,,450.106848221079,8.2786,2.66009888,"SNAC111904","02/09/21",2.03,"True",,,,,"Noise:27.5464. Treshold: 300. s: [0.027]","True",,,,,"Noise:31.444. Treshold: 100. s: [0.0148]","True",,,,,"Noise:0.0067. Treshold: 100. s: 0.2",4.91,6.43,,,,,,,,5.79,9.91,,,,5.61,,,9.74,10.5,4.8,9.26,5.79,9.91,,,,"0 days 00:04:41.795882",0,0.22172,,,,,,,,,"0 days 00:16:13.059271",0.01244,,0.01894,0.11899,,,,8.0839,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00535,0.00151,0.00301,0.00249,0.00181,0.00248,0.246,0.672
"Gatinais_20210903_2",0.695138261287647,,19.5422727281685,13.4549053595731,20.9338119036208,0.642735562042857,24.3545505543597,11.5856376881274,,390.845454563371,7.9511,2.28822192,"SNAC121901","31/08/21",1.82,"True",,,,,"Noise:18.4655. Treshold: 300. s: [0.0232]","True",,,,,"Noise:28.6216. Treshold: 100. s: [0.0237]","True",,,,,"Noise:0.0084. Treshold: 100. s: 0.2",,,,5.93,,,,,,5.69,9.96,,,,,,,9.99,5.17,4.79,9.23,5.69,9.96,,,,"0 days 00:04:25.296853",0.08182,0.21475,,,,,,,,,"0 days 00:12:57.327652",0.00465,,0.02926,0.08321,,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00509,0.00097,0.0017,0.00145,0.00325,0.00299,0.153,0.721
"Gatinais_20210907_1",0.991379595964647,,20.3064232220428,13.9418122923841,22.020697747015,0.633123094125117,25.5652262959263,16.5229932660775,,406.128464440856,7.9509,2.19107056,"SNAC121901","07/09/21",1.83,"True",,,,,"Noise:17.6114. Treshold: 300. s: [0.02]","True",,,,,"Noise:26.3541. Treshold: 100. s: [0.0175]","True",,,,,"Noise:0.0086. Treshold: 100. s: 0.2",,,,5.97,,,,,,5.75,9.98,,,,5.76,3.56,,9.8,,4.79,9.22,5.75,9.98,,,,"0 days 00:04:32.220535",0.06395,0.22192,,,,,,,,,"0 days 00:12:08.931442",0.00652,,0.02834,0.08915,,,,9.04516,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00715,0.00078,0.00155,0.00131,0.0032,0.00324,0.171,0.749
"Biowatt_20210909_2",1.0723186803198,3.81759877810755,23.9844618195352,9.66000748756894,26.5268693560465,0.364159349447206,28.9828034630556,17.8719780053301,272.685627007682,479.689236390704,8.1764,2.2748912,"SNAC111904","09/09/21",2.01,"True",,,,,"Noise:27.5979. Treshold: 300. s: [0.0678]","True",,,,,"Noise:40.9751. Treshold: 100. s: [0.0201]","False",,"too many pics in important section(s) of the signal",,,"Noise:0.0078. Treshold: 100. s: 0.2",,6.52,,,,,,4.57,9.11,5.76,9.77,,,8.93,,9.1,,9.55,,4.57,9.11,5.76,,,,,"0 days 00:04:08.521728",0,0.23865,,,,,,,,,"0 days 00:11:13.655887",0.00642,0.09802,0.01724,,,,,12.92461,"yes_run",,"fb_nh4 close to pka_nh4 has been found. We decide to do not take into account the fb",,,0.00599,0.00057,0.00084,0.00073,0.01933,0.01482,0.153,-0.123
"Gatinais_20210913_1",0.28698578250016,2.70656387822279,,,,,,4.78309637500266,193.325991301628,,7.9413,2.3601824,"SNAC121901","07/09/21",1.89,"False",,,,,"Noise:1164.9693. Treshold: 300. s: [0.001]","True",,,,,"Noise:46.484. Treshold: 100. s: [0.0918]","True",,,,,"Noise:0.004. Treshold: 100. s: 0.05",4.79,6.31,,4.7,,,,,9.38,5.7,10.06,6.14,,,5.62,7.41,,9.95,,4.8,9.38,5.7,,6.14,,,,,,,,,,,,,,"0 days 00:14:08.466569",0.0019,0.07698,0.02513,0.0046,,,,5.55676,"yes_run",,"fb_nh4 close to pka_nh4 has been found. We decide to do not take into account the fb",,,0.00376,0.00366,0.00563,0.00501,0.01486,0.01118,0.154,0.01
"Gatinais_20210917_1",0.613385498078769,,22.5881634235476,11.6192354513861,21.6544040294505,0.536576090276308,24.6084469408199,10.2230916346461,,451.763268470952,7.8587,2.28619184,"SNAC121901","17/09/21",1.73,"True",,,,,"Noise:19.8545. Treshold: 300. s: [0.0304]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0036. Treshold: 100. s: 0.05",,6.14,,,,,,,,5.97,9.81,,4.62,,5.83,,,9.79,6.79,4.8,9.29,5.97,9.81,,,,"0 days 00:04:28.577938",0,0.26113,,,,,,,,,"0 days 00:15:14.052403",0.00418,,0.02698,0.09504,,,,12.61908,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00301,0.00093,0.0013,0.00119,0.00347,0.00564,0.594,0.575
"Biowatt_20210917_2",,,20.8403762357328,9.42164827753831,25.2972741163044,0.372437292422188,27.6926084241531,,,416.807524714655,8.1494,2.8686528,"SNAC111904","17/09/21",2.02,"True",,,,,"Noise:27.9721. Treshold: 300. s: [0.0855]","False",,,,,"Too many outliers","True",,,,,"Noise:0.0065. Treshold: 100. s: 0.2",,6.41,,,,,,,,5.66,10.59,,,9.62,5.45,10.57,,10.63,,,,,,,,,"0 days 00:05:38.163821",0,0.20634,,,,,,,,,,,,,,,,,,"no_run",,,,,0.00563,,,,,,0.153,
"Methavert_20210922_1",0.111787480929522,,14.0165057156383,2.76474807711972,13.4039205081288,0.206264135589512,14.1068225616338,1.8631246821587,,280.330114312765,7.8493,2.46465776,"SNAC111912","21/09/21",1.58,"True",,,,,"Noise:43.4911. Treshold: 300. s: [0.0155]","True",,,,,"Noise:24.5831. Treshold: 100. s: [0.0134]","True",,,,,"Noise:0.0052. Treshold: 100. s: 0.05",,6.33,,,,,,,,6.49,9.76,,,,,3.93,,9.88,,4.8,9.35,6.49,9.76,,,,"0 days 00:02:01.150417",0,0.17742,,,,,,,,,"0 days 00:12:16.798712",0.00096,,0.00548,0.08331,,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00232,0.00049,0.00085,0.00073,0.0011,0.00119,0.153,0.527
"Methavert_20210922_2",0.13681938270826,2.34466092833549,13.9742170368001,3.0688436534078,14.2290063726016,0.215675190034138,15.0092208607561,2.28032304513766,167.475780595392,279.484340736001,7.8397,2.44651824,"SNAC111912","21/09/21",1.78,"True",,,,,"Noise:25.7823. Treshold: 300. s: [0.0126]","True",,,,,"Noise:78.4776. Treshold: 100. s: [0.0142]","True",,,,,"Noise:0.0042. Treshold: 100. s: 0.05",,6.26,,,,,,4.48,9.64,5.85,7.96,6.83,,,,,10.74,10.51,,4.48,9.64,5.85,7.96,6.83,,,"0 days 00:02:15.994219",0,0.15701,,,,,,,,,"0 days 00:17:27.884507",0.00106,0.07792,0.00111,0,0.00676,,,9.92536,"yes_run",,,,,0.00423,0.00046,0.00081,0.00069,0.00144,0.00157,0.152,0.055
"Gatinais_20210923_1",0.850612282010515,,17.3939715064762,12.0307690023963,19.4598044891631,0.618236889743471,22.5184745745181,14.1768713668419,,347.879430129524,7.7375,1.73059744,"SNAC121901","17/09/21",1.81,"True",,,,,"Noise:28.9389. Treshold: 300. s: [0.0139]","True",,,,,"Noise:45.944. Treshold: 100. s: [0.0536]","True",,,,,"Noise:0.0072. Treshold: 100. s: 0.2",,,,6.01,,,,,,6.15,9.96,,,,5.8,7.38,,10.02,,4.8,9.41,6.15,9.96,,,,"0 days 00:03:58.390559",0.06488,0.19219,,,,,,,,,"0 days 00:13:32.438441",0.00576,,0.02501,0.10039,,,,14.82583,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.02823,0.00078,0.00091,0.00087,0.00514,0.00519,0.297,0.729
"Methavert_20210927_1",0.109071887604053,1.95160661452727,10.7039798309193,2.76027841042394,11.6264575220066,0.237413537631671,12.328223219572,1.81786479340088,139.400472466234,214.079596618386,7.7824,2.26174176,"SNAC111912","21/09/21",1.8,"True",,,,,"Noise:20.0. Treshold: 300. s: [0.01]","True",,,,,"Noise:29.6691. Treshold: 100. s: [0.0185]","True",,,,,"Noise:0.0122. Treshold: 100. s: 0.2",,6.33,,,,,,,9.74,,7.06,,,9.38,,2.68,,3.19,,4.8,9.74,6,7.06,,,,"0 days 00:01:51.854821",0,0.11893,,,,,,,,,"0 days 00:07:55.107772",0.00085,0.06577,0.00281,,,,,13.23274,"yes_run",,,,,0.01122,0.00035,0.00162,0.00124,0.00219,0.00204,0.152,0.107
"Methavert_20210927_2",,,13.1381720030633,3.06177589599332,13.9984994558976,0.218721721255872,14.7769170565739,,,262.763440061265,7.8265,2.48750704,"SNAC111912","21/09/21",1.71,"True",,,,,"Noise:38.8358. Treshold: 300. s: [0.0279]","False",,"too many pics in important section(s) of the signal",,,"Noise:53.9863. Treshold: 100. s: [0.0113]","True",,,,,"Noise:0.004. Treshold: 100. s: 0.05",,6.53,,2.6,,,,,,5.52,8.61,10.63,,,,3.69,,7.58,,,,,,,,,"0 days 00:04:02.841460",0.00632,0.15366,,,,,,,,,,,,,,,,,,"no_run",,,,,0.00394,,,,,,0.153,
"Gatinais_20210928_1",1.11434063193205,,19.2102577170314,11.2482024696167,20.2651043687037,0.555052777669769,23.1248168609791,18.5723438655342,,384.205154340628,7.8447,2.05397856,"SNAC121901","28/09/21",1.76,"True",,,,,"Noise:15.8469. Treshold: 300. s: [0.0227]","True",,,,,"Noise:23.4506. Treshold: 100. s: [0.015]","False",,"too many pics in important section(s) of the signal",,,"Noise:0.004. Treshold: 100. s: 0.05",,,,6.06,,,,,,6.18,10.15,,5,,5.96,,2.74,,2.8,4.8,9.33,6.18,10.15,,,,"0 days 00:05:05.999150",0.04259,0.21829,,,,,,,,,"0 days 00:11:08.995319",0.00756,,0.0255,0.09192,,,,5.54331,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00413,0.00108,0.00067,0.00083,0.002,0.00589,0.525,0.915
"Methavert_20210929_1",0.110207533589637,1.82533847607017,13.9455569383824,3.19621101873121,13.7469467514518,0.232503338851855,14.5595427731631,1.83679222649396,130.381319719298,278.911138767648,7.874,2.69231488,"SNAC111912","21/09/21",1.39,"True",,,,,"Noise:29.687. Treshold: 300. s: [0.0203]","True",,,,,"Noise:37.5979. Treshold: 100. s: [0.0078]","True",,,,,"Noise:0.0054. Treshold: 100. s: 0.05",,6.39,,,,,,,9.18,6.5,9.79,,,,,,,9.86,4.37,4.8,9.18,6.5,,,,,"0 days 00:03:04.321031",0,0.20065,,,,,,,,,"0 days 00:08:49.220299",0.00104,0.07447,0.00428,,,,,14.82798,"yes_run",,"fb_nh4 close to pka_nh4 has been found. We decide to do not take into account the fb",,,0.0032,0.00057,0.00099,0.00084,0.01507,0.01196,0.153,0.048
